,c,r
10036,204960,0
10037,204963,0
10038,204966,1
10039,204969,0
10040,204972,0
10041,204975,1
10042,204978,1
10043,204981,1
10044,204984,0
10045,204987,1
10046,204990,1
10047,204993,1
10048,204996,0
10049,204999,1
10050,205002,0
10051,205005,0
10052,205008,0
10053,205011,1
10054,205014,1
10055,205017,1
10056,205020,1
10057,205023,1
10058,205026,0
10059,205029,1
10060,205032,0
10061,205035,0
10062,205038,1
10063,205041,0
10064,205044,1
10065,205047,0
10066,205050,1
10067,205053,1
10068,205056,1
10069,205059,1
10070,205062,1
10071,205065,0
10072,205068,1
10073,205071,0
10074,205074,1
10075,205077,0
10076,205080,1
10077,205083,0
10078,205086,1
10079,205089,1
10080,205092,1
10081,205095,0
10082,205098,1
10083,205101,0
10084,205104,1
10085,205107,1
10086,205110,1
10087,205113,1
10088,205116,1
10089,205119,1
10090,205122,1
10091,205125,0
10092,205128,1
10093,205131,0
10094,205134,0
10095,205137,0
10096,205140,1
10097,205143,0
10098,205146,1
10099,205149,1
10100,205152,1
10101,205155,0
10102,205158,1
10103,205161,1
10104,205164,0
10105,205167,1
10106,205170,0
10107,205173,0
10108,205176,0
10109,205179,1
10110,205182,0
10111,205199,0
10112,205202,1
10113,205205,1
10114,205208,0
10115,205211,0
10116,205214,0
10117,205217,1
10118,205220,0
10119,205223,0
10120,205226,1
10121,205229,0
10122,205232,0
10123,205235,0
10124,205238,0
10125,205241,1
10126,205244,0
10127,205247,1
10128,205250,1
10129,205253,0
10130,205256,0
10131,205259,0
10132,205262,1
10133,205265,0
10134,205268,1
10135,205271,0
10136,205274,0
10137,205277,0
10138,205280,0
10139,205283,0
10140,205286,0
10141,205289,0
10142,205292,1
10143,205295,1
10144,205298,1
10145,205301,1
10146,205304,1
10147,205307,1
10148,205310,0
10149,205313,1
10150,205316,0
10151,205319,1
10152,205322,1
10153,205325,1
10154,205328,1
10155,205331,1
10156,205334,1
10157,205337,1
10158,205340,1
10159,205343,1
10160,205346,0
10161,205349,1
10162,205352,0
10163,205355,0
10164,205358,0
10165,205361,1
10166,205364,0
10167,205367,1
10168,205370,0
10169,205373,0
10170,205376,1
10171,205379,0
10172,205382,1
10173,205385,0
10174,205388,1
10175,205391,1
10176,205394,1
10177,205397,1
10178,205400,0
10179,205403,1
10180,205406,0
10181,205409,1
10182,205412,0
10183,205415,0
10184,205418,0
10185,205421,1
10186,205424,1
10187,205427,0
10188,205430,1
10189,205433,1
10190,205436,0
10191,205439,1
10192,205442,1
10193,205445,0
10194,205448,1
10195,205451,0
10196,205459,1
10197,205462,1
10198,205465,1
10199,205468,0
10200,205471,1
10201,205474,0
10202,205477,0
10203,205480,0
10204,205499,0
10205,205502,1
10206,205505,1
10207,205508,0
10208,205511,1
10209,205514,1
10210,205517,1
10211,205520,0
10212,205523,0
10213,205526,1
10214,205529,0
10215,205532,1
10216,205535,1
10217,205538,0
10218,205541,0
10219,205544,0
10220,205547,0
10221,205550,0
10222,205553,0
10223,205556,0
10224,205559,0
10225,205562,0
10226,205565,1
10227,205568,0
10228,205571,0
10229,205574,0
10230,205577,0
10231,205580,1
10232,205583,0
10233,205586,1
10234,205589,1
10235,205592,0
10236,205595,1
10237,205598,1
10238,205601,0
10239,205604,1
10240,205607,0
10241,205610,0
10242,205613,1
10243,205616,0
10244,205619,1
10245,205622,0
10246,205625,0
10247,205628,0
10248,205631,1
10249,205634,0
10250,205637,0
10251,205640,0
10252,205643,1
10253,205646,0
10254,205649,0
10255,205652,1
10256,205655,1
10257,205658,0
10258,205661,0
10259,205664,1
10260,205667,0
10261,205670,1
10262,205673,1
10263,205676,0
10264,205679,0
10265,205682,1
10266,205685,1
10267,205688,1
10268,205691,1
10269,205694,1
10270,205697,1
10271,205700,0
10272,205703,0
10273,205706,1
10274,205709,0
10275,205712,1
10276,205715,0
10277,205718,1
10278,205721,0
10279,205724,1
10280,205727,1
10281,205730,1
10282,205733,1
10283,205736,1
10284,205739,1
10285,205742,1
10286,205745,0
10287,205748,0
10288,205751,0
10289,205754,1
10290,205757,0
10291,205760,1
10292,205763,0
10293,205766,0
10294,205779,0
10295,205782,1
10296,205785,1
10297,205788,1
10298,205791,0
10299,205794,1
10300,205797,1
10301,205800,1
10302,205803,1
10303,205806,0
10304,205819,1
10305,205822,1
10306,205825,0
10307,205828,1
10308,205831,1
10309,205834,0
10310,205837,0
10311,205840,1
10312,205843,0
10313,205846,1
10314,205849,1
10315,205852,0
10316,205855,0
10317,205858,1
10318,205861,1
10319,205864,0
10320,205867,0
10321,205870,1
10322,205873,1
10323,205876,1
10324,205879,1
10325,205882,0
10326,205885,0
10327,205888,1
10328,205891,1
10329,205894,1
10330,205897,1
10331,205900,0
10332,205903,0
10333,205906,0
10334,205909,0
10335,205912,1
10336,205915,0
10337,205918,1
10338,205921,0
10339,205924,1
10340,205927,0
10341,205930,0
10342,205933,0
10343,205936,1
10344,205939,1
10345,205942,0
10346,205945,0
10347,205948,0
10348,205951,0
10349,205954,0
10350,205957,1
10351,205960,0
10352,205963,0
10353,205966,1
10354,205969,1
10355,205972,0
10356,205975,0
10357,205978,1
10358,205981,0
10359,205984,1
10360,205987,1
10361,205990,1
10362,205993,0
10363,205996,1
10364,205999,1
10365,206002,0
10366,206005,1
10367,206008,1
10368,206011,0
10369,206014,0
10370,206017,0
10371,206020,1
10372,206023,1
10373,206026,1
10374,206029,0
10375,206032,1
10376,206035,1
10377,206038,1
10378,206041,0
10379,206044,0
10380,206047,0
10381,206050,0
10382,206053,1
10383,206056,0
10384,206059,0
10385,206062,0
10386,206065,0
10387,206068,0
10388,206071,1
10389,206074,1
10390,206077,0
10391,206080,1
10392,206083,0
10393,206086,0
10394,206089,0
10395,206092,1
10396,206099,1
10397,206102,0
10398,206105,1
10399,206108,0
10400,206111,0
10401,206114,1
10402,206117,1
10403,206120,1
10404,206123,1
10405,206126,1
10406,206129,0
10407,206132,0
10408,206135,1
10409,206138,0
10410,206141,1
10411,206144,1
10412,206147,1
10413,206150,0
10414,206159,0
10415,206162,0
10416,206165,1
10417,206168,0
10418,206171,0
10419,206174,0
10420,206177,0
10421,206180,1
10422,206183,0
10423,206186,1
10424,206189,0
10425,206192,0
10426,206195,0
10427,206198,0
10428,206201,0
10429,206204,0
10430,206207,0
10431,206210,1
10432,206213,0
10433,206216,0
10434,206219,0
10435,206222,0
10436,206225,0
10437,206228,1
10438,206231,0
10439,206234,0
10440,206237,1
10441,206240,0
10442,206243,1
10443,206246,0
10444,206249,1
10445,206252,0
10446,206255,0
10447,206258,1
10448,206261,0
10449,206264,1
10450,206267,1
10451,206270,1
10452,206273,0
10453,206276,1
10454,206279,1
10455,206282,1
10456,206285,0
10457,206288,0
10458,206291,1
10459,206294,1
10460,206297,1
10461,206300,0
10462,206303,1
10463,206306,1
10464,206309,1
10465,206312,0
10466,206315,1
10467,206318,1
10468,206321,1
10469,206324,1
10470,206327,0
10471,206330,0
10472,206333,1
10473,206336,1
10474,206339,0
10475,206342,0
10476,206345,0
10477,206348,0
10478,206351,0
10479,206354,0
10480,206357,1
10481,206360,0
10482,206363,0
10483,206366,1
10484,206369,1
10485,206372,0
10486,206375,1
10487,206378,1
10488,206381,1
10489,206384,0
10490,206387,0
10491,206390,1
10492,206393,0
10493,206396,1
10494,206399,0
10495,206402,0
10496,206405,0
10497,206408,1
10498,206411,1
10499,206414,0
10500,206417,0
10501,206420,1
10502,206423,1
10503,206426,0
10504,206429,1
10505,206432,0
10506,206435,1
10507,206438,0
10508,206441,1
10509,206444,1
10510,206447,0
10511,206450,1
10512,206453,0
10513,206456,1
10514,206459,1
10515,206462,0
10516,206465,1
10517,206468,0
10518,206471,1
10519,206474,0
10520,206477,1
10521,206480,1
10522,206483,0
10523,206486,0
10524,206489,1
10525,206492,1
10526,206495,1
10527,206498,0
10528,206501,1
10529,206504,0
10530,206507,0
10531,206510,0
10532,206513,0
10533,206516,1
10534,206519,1
10535,206522,0
10536,206525,1
10537,206528,0
10538,206531,1
10539,206534,0
10540,206537,1
10541,206540,0
10542,206543,1
10543,206546,1
10544,206549,0
10545,206552,0
10546,206555,1
10547,206558,1
10548,206561,0
10549,206564,1
10550,206567,0
10551,206570,1
10552,206573,0
10553,206576,1
10554,206579,0
10555,206582,0
10556,206585,1
10557,206588,0
10558,206591,0
10559,206594,1
10560,206597,1
10561,206600,0
10562,206603,0
10563,206606,1
10564,206609,0
10565,206612,0
10566,206615,1
10567,206618,0
10568,206621,0
10569,206624,0
10570,206627,0
10571,206630,1
10572,206633,0
10573,206636,0
10574,206639,1
10575,206642,0
10576,206645,0
10577,206648,1
10578,206651,0
10579,206654,1
10580,206657,1
10581,206660,1
10582,206663,0
10583,206666,1
10584,206669,0
10585,206672,0
10586,206679,1
10587,206682,1
10588,206685,0
10589,206688,0
10590,206691,1
10591,206694,0
10592,206697,1
10593,206700,0
10594,206703,0
10595,206706,0
10596,206709,0
10597,206712,0
10598,206715,1
10599,206718,1
10600,206721,0
10601,206724,0
10602,206727,0
10603,206730,1
10604,206733,1
10605,206736,1
10606,206739,0
10607,206742,0
10608,206745,1
10609,206748,1
10610,206751,1
10611,206754,1
10612,206757,0
10613,206760,0
10614,206763,0
10615,206766,0
10616,206769,0
10617,206772,0
10618,206775,1
10619,206778,0
10620,206781,0
10621,206784,1
10622,206787,0
10623,206790,0
10624,206793,1
10625,206796,0
10626,206799,0
10627,206802,1
10628,206805,0
10629,206808,0
10630,206811,0
10631,206814,1
10632,206817,1
10633,206820,1
10634,206823,1
10635,206826,1
10636,206829,0
10637,206832,0
10638,206835,1
10639,206838,1
10640,206841,0
10641,206844,0
10642,206847,1
10643,206850,0
10644,206853,0
10645,206856,0
10646,206859,0
10647,206862,1
10648,206865,0
10649,206868,0
10650,206871,1
10651,206874,1
10652,206877,1
10653,206880,0
10654,206883,1
10655,206886,0
10656,206889,1
10657,206892,1
10658,206895,1
10659,206898,1
10660,206901,0
10661,206904,0
10662,206907,0
10663,206910,0
10664,206913,1
10665,206916,0
10666,206919,1
10667,206922,1
10668,206925,0
10669,206928,1
10670,206931,1
10671,206934,1
10672,206937,1
10673,206940,1
10674,206943,0
10675,206946,0
10676,206949,1
10677,206952,0
10678,206955,0
10679,206958,0
10680,206961,1
10681,206964,0
10682,206967,0
10683,206970,0
10684,206973,0
10685,206976,0
10686,206979,0
10687,206999,0
10688,207002,1
10689,207005,0
10690,207008,1
10691,207011,0
10692,207014,1
10693,207017,1
10694,207020,0
10695,207023,0
10696,207026,0
10697,207029,0
10698,207032,1
10699,207035,1
10700,207038,0
10701,207041,1
10702,207044,1
10703,207047,0
10704,207050,1
10705,207053,0
10706,207056,0
10707,207059,1
10708,207062,0
10709,207065,1
10710,207068,1
10711,207071,0
10712,207074,0
10713,207077,1
10714,207080,0
10715,207083,0
10716,207086,1
10717,207089,0
10718,207092,1
10719,207095,0
10720,207098,0
10721,207101,1
10722,207104,1
10723,207107,0
10724,207110,1
10725,207113,1
10726,207116,1
10727,207119,0
10728,207122,0
10729,207125,1
10730,207128,1
10731,207131,1
10732,207134,0
10733,207137,1
10734,207140,1
10735,207143,1
10736,207146,0
10737,207149,1
10738,207152,1
10739,207155,0
10740,207158,1
10741,207161,1
10742,207164,1
10743,207167,0
10744,207170,1
10745,207173,0
10746,207176,1
10747,207179,1
10748,207182,1
10749,207185,0
10750,207188,1
10751,207191,1
10752,207194,1
10753,207197,1
10754,207200,0
10755,207203,1
10756,207206,1
10757,207209,1
10758,207212,0
10759,207215,0
10760,207218,1
10761,207221,0
10762,207224,0
10763,207227,1
10764,207230,1
10765,207233,1
10766,207236,1
10767,207239,1
10768,207242,1
10769,207245,1
10770,207248,1
10771,207251,0
10772,207254,1
10773,207257,0
10774,207260,1
10775,207263,1
10776,207266,1
10777,207269,0
10778,207272,0
10779,207275,0
10780,207278,0
10781,207281,1
10782,207284,1
10783,207287,0
10784,207290,0
10785,207293,1
10786,207296,1
10787,207299,1
10788,207302,1
10789,207319,1
10790,207322,0
10791,207325,1
10792,207328,0
10793,207331,0
10794,207334,0
10795,207337,0
10796,207340,1
10797,207359,0
10798,207362,1
10799,207365,0
10800,207368,1
10801,207371,0
10802,207374,0
10803,207377,1
10804,207380,0
10805,207383,0
10806,207386,1
10807,207389,1
10808,207392,0
10809,207395,0
10810,207398,1
10811,207401,1
10812,207404,1
10813,207407,0
10814,207410,0
10815,207413,1
10816,207416,1
10817,207419,1
10818,207422,0
10819,207425,0
10820,207428,1
10821,207431,1
10822,207434,1
10823,207437,0
10824,207440,0
10825,207443,1
10826,207446,0
10827,207449,0
10828,207452,1
10829,207455,0
10830,207458,1
10831,207461,0
10832,207464,0
10833,207467,0
10834,207470,1
10835,207473,1
10836,207476,1
10837,207479,1
10838,207482,0
10839,207485,0
10840,207488,0
10841,207491,1
10842,207494,1
10843,207497,1
10844,207500,0
10845,207503,0
10846,207506,0
10847,207509,0
10848,207512,0
10849,207515,1
10850,207518,0
10851,207521,1
10852,207524,0
10853,207527,0
10854,207530,1
10855,207533,0
10856,207536,1
10857,207539,1
10858,207542,1
10859,207545,1
10860,207548,0
10861,207551,0
10862,207554,1
10863,207557,0
10864,207560,0
10865,207563,1
10866,207566,0
10867,207569,0
10868,207572,0
10869,207575,0
10870,207578,1
10871,207581,1
10872,207584,0
10873,207587,0
10874,207590,1
10875,207593,1
10876,207596,0
10877,207599,0
10878,207602,1
10879,207605,0
10880,207608,0
10881,207611,0
10882,207614,1
10883,207617,0
10884,207620,0
10885,207623,1
10886,207626,0
10887,207629,0
10888,207632,1
10889,207635,1
10890,207638,0
10891,207641,0
10892,207644,1
10893,207647,1
10894,207650,1
10895,207653,1
10896,207656,1
10897,207659,1
10898,207662,1
10899,207665,0
10900,207668,1
10901,207671,1
10902,207674,0
10903,207677,1
10904,207680,1
10905,207683,0
10906,207686,0
10907,207689,0
10908,207699,1
10909,207702,0
10910,207705,0
10911,207708,0
10912,207711,1
10913,207714,0
10914,207717,0
10915,207720,1
10916,207723,0
10917,207726,0
10918,207729,1
10919,207732,1
10920,207735,1
10921,207738,1
10922,207741,0
10923,207744,0
10924,207747,0
10925,207750,0
10926,207753,1
10927,207756,0
10928,207759,1
10929,207762,1
10930,207765,1
10931,207768,0
10932,207771,0
10933,207774,0
10934,207777,1
10935,207780,0
10936,207783,1
10937,207786,0
10938,207789,1
10939,207792,1
10940,207795,1
10941,207798,1
10942,207801,0
10943,207804,0
10944,207807,0
10945,207810,0
10946,207813,0
10947,207816,1
10948,207819,1
10949,207822,1
10950,207825,1
10951,207828,0
10952,207831,0
10953,207834,1
10954,207837,1
10955,207840,1
10956,207843,0
10957,207846,0
10958,207849,0
10959,207852,0
10960,207855,0
10961,207858,0
10962,207861,1
10963,207864,1
10964,207867,0
10965,207870,0
10966,207873,0
10967,207876,1
10968,207879,1
10969,207882,1
10970,207885,1
10971,207888,0
10972,207891,0
10973,207894,0
10974,207897,0
10975,207900,1
10976,207903,1
10977,207906,1
10978,207909,0
10979,207912,0
10980,207915,0
10981,207918,1
10982,207921,1
10983,207924,1
10984,207927,0
10985,207930,0
10986,207933,1
10987,207936,1
10988,207939,0
10989,207942,1
10990,207945,1
10991,207948,0
10992,207951,0
10993,207954,0
10994,207957,0
10995,207960,1
10996,207963,1
10997,207966,0
10998,207969,0
10999,207972,0
11000,207975,0
11001,207978,0
11002,207981,0
11003,207984,1
11004,207987,1
11005,207990,0
11006,207993,0
11007,207996,0
11008,207999,1
11009,208002,1
11010,208019,0
11011,208022,1
11012,208025,1
11013,208028,1
11014,208031,1
11015,208034,1
11016,208037,0
11017,208040,0
11018,208043,1
11019,208046,0
11020,208049,0
11021,208052,1
11022,208055,0
11023,208058,1
11024,208061,1
11025,208064,1
11026,208067,0
11027,208070,0
11028,208073,0
11029,208076,1
11030,208079,0
11031,208082,0
11032,208085,1
11033,208088,0
11034,208091,0
11035,208094,0
11036,208097,0
11037,208100,0
11038,208103,0
11039,208106,1
11040,208109,0
11041,208112,0
11042,208115,0
11043,208118,0
11044,208121,1
11045,208124,0
11046,208127,0
11047,208130,0
11048,208133,0
11049,208136,0
11050,208139,0
11051,208142,1
11052,208145,0
11053,208148,0
11054,208151,1
11055,208154,0
11056,208157,1
11057,208160,1
11058,208163,0
11059,208166,0
11060,208169,1
11061,208172,0
11062,208175,1
11063,208178,1
11064,208181,0
11065,208184,1
11066,208187,1
11067,208190,0
11068,208193,1
11069,208196,0
11070,208199,1
11071,208202,1
11072,208205,1
11073,208208,0
11074,208211,0
11075,208214,1
11076,208217,1
11077,208220,1
11078,208223,1
11079,208226,0
11080,208229,1
11081,208232,1
11082,208235,1
11083,208238,1
11084,208241,0
11085,208244,0
11086,208247,0
11087,208250,1
11088,208253,1
11089,208256,1
11090,208259,0
11091,208262,0
11092,208265,0
11093,208268,1
11094,208271,0
11095,208274,1
11096,208277,1
11097,208280,0
11098,208283,0
11099,208286,0
11100,208289,1
11101,208292,0
11102,208295,1
11103,208298,1
11104,208301,0
11105,208304,1
11106,208307,1
11107,208310,0
11108,208313,0
11109,208316,0
11110,208319,1
11111,208322,1
11112,208325,1
11113,208328,1
11114,208331,1
11115,208334,0
11116,208337,1
11117,208340,1
11118,208343,1
11119,208346,1
11120,208349,1
11121,208352,1
11122,208355,0
11123,208358,1
11124,208361,0
11125,208364,0
11126,208367,1
11127,208370,1
11128,208373,0
11129,208376,0
11130,208379,0
11131,208382,0
11132,208385,0
11133,208388,1
11134,208391,0
11135,208394,0
11136,208397,0
11137,208400,1
11138,208403,1
11139,208406,0
11140,208409,1
11141,208412,0
11142,208415,0
11143,208418,1
11144,208421,0
11145,208424,0
11146,208427,0
11147,208430,0
11148,208433,1
11149,208436,0
11150,208439,0
11151,208442,0
11152,208445,0
11153,208448,1
11154,208451,1
11155,208454,1
11156,208457,1
11157,208460,1
11158,208463,1
11159,208466,1
11160,208469,0
11161,208472,1
11162,208475,1
11163,208478,1
11164,208481,1
11165,208484,0
11166,208487,0
11167,208490,1
11168,208493,1
11169,208496,1
11170,208499,1
11171,208502,0
11172,208505,1
11173,208508,1
11174,208511,1
11175,208514,0
11176,208517,1
11177,208520,1
11178,208523,0
11179,208526,1
11180,208529,1
11181,208532,0
11182,208535,0
11183,208538,0
11184,208541,0
11185,208544,0
11186,208547,1
11187,208550,1
11188,208553,1
11189,208556,1
11190,208559,1
11191,208562,0
11192,208565,0
11193,208568,1
11194,208571,0
11195,208574,0
11196,208577,1
11197,208580,1
11198,208583,0
11199,208586,1
11200,208589,1
11201,208592,0
11202,208595,1
11203,208598,1
11204,208601,1
11205,208604,0
11206,208607,1
11207,208610,0
11208,208613,1
11209,208616,1
11210,208619,1
11211,208622,0
11212,208625,1
11213,208628,1
11214,208631,0
11215,208634,1
11216,208637,1
11217,208640,1
11218,208643,1
11219,208646,0
11220,208649,0
11221,208652,0
11222,208655,0
11223,208658,0
11224,208661,0
11225,208664,0
11226,208667,1
11227,208670,0
11228,208673,0
11229,208676,1
11230,208679,1
11231,208682,1
11232,208685,1
11233,208688,1
11234,208691,1
11235,208694,0
11236,208697,0
11237,208700,1
11238,208703,0
11239,208706,1
11240,208709,0
11241,208712,1
11242,208715,1
11243,208718,1
11244,208721,0
11245,208724,1
11246,208727,1
11247,208730,0
11248,208733,1
11249,208736,0
11250,208739,0
11251,208742,0
11252,208745,0
11253,208748,0
11254,208751,1
11255,208754,0
11256,208757,1
11257,208760,0
11258,208763,0
11259,208766,1
11260,208769,0
11261,208772,0
11262,208775,0
11263,208778,1
11264,208781,1
11265,208784,1
11266,208787,1
11267,208790,0
11268,208793,1
11269,208796,1
11270,208799,0
11271,208802,1
11272,208805,0
11273,208808,1
11274,208811,1
11275,208814,0
11276,208817,0
11277,208820,1
11278,208823,1
11279,208826,0
11280,208829,1
11281,208832,0
11282,208835,0
11283,208838,0
11284,208841,0
11285,208844,1
11286,208847,0
11287,208850,0
11288,208853,1
11289,208856,0
11290,208859,0
11291,208862,0
11292,208865,1
11293,208868,1
11294,208871,0
11295,208874,1
11296,208877,1
11297,208880,0
11298,208883,1
11299,208886,1
11300,208889,0
11301,208892,1
11302,208895,1
11303,208898,0
11304,208901,0
11305,208904,0
11306,208907,1
11307,208910,0
11308,208913,0
11309,208916,0
11310,208919,0
11311,208922,1
11312,208925,1
11313,208928,0
11314,208931,1
11315,208934,0
11316,208937,0
11317,208940,1
11318,208943,0
11319,208946,0
11320,208949,1
11321,208952,0
11322,208955,1
11323,208958,0
11324,208961,1
11325,208964,1
11326,208967,0
11327,208970,0
11328,208973,1
11329,208976,0
11330,208979,1
11331,208982,0
11332,208985,1
11333,208988,0
11334,208991,1
11335,208994,1
11336,208997,1
11337,209000,0
11338,209003,1
11339,209006,0
11340,209009,1
11341,209012,0
11342,209015,0
11343,209018,0
11344,209021,0
11345,209024,0
11346,209027,0
11347,209030,1
11348,209033,1
11349,209036,0
11350,209039,0
11351,209042,0
11352,209045,0
11353,209048,0
11354,209051,1
11355,209054,0
11356,209057,0
11357,209060,0
11358,209063,1
11359,209066,0
11360,209069,0
11361,209072,1
11362,209075,0
11363,209078,0
11364,209081,1
11365,209084,1
11366,209087,1
11367,209090,0
11368,209093,0
11369,209096,1
11370,209099,1
11371,209102,0
11372,209105,0
11373,209108,1
11374,209111,0
11375,209114,0
11376,209117,0
11377,209120,0
11378,209123,0
11379,209126,1
11380,209129,1
11381,209132,0
11382,209135,0
11383,209138,0
11384,209141,0
11385,209144,0
11386,209147,1
11387,209150,1
11388,209153,1
11389,209156,0
11390,209159,0
11391,209162,0
11392,209165,1
11393,209168,0
11394,209171,1
11395,209174,1
11396,209179,0
11397,209182,0
11398,209185,0
11399,209188,0
11400,209191,0
11401,209194,0
11402,209197,0
11403,209200,1
11404,209203,0
11405,209206,0
11406,209209,1
11407,209212,0
11408,209215,1
11409,209218,0
11410,209221,0
11411,209224,1
11412,209227,0
11413,209230,1
11414,209233,1
11415,209236,1
11416,209239,1
11417,209242,0
11418,209245,0
11419,209248,1
11420,209251,0
11421,209254,1
11422,209257,1
11423,209260,1
11424,209263,1
11425,209266,0
11426,209269,0
11427,209272,1
11428,209275,0
11429,209278,0
11430,209281,0
11431,209284,0
11432,209287,1
11433,209290,0
11434,209293,1
11435,209296,1
11436,209299,1
11437,209302,0
11438,209305,0
11439,209308,1
11440,209311,1
11441,209314,0
11442,209317,0
11443,209320,1
11444,209323,0
11445,209326,1
11446,209329,1
11447,209332,0
11448,209335,1
11449,209338,1
11450,209341,0
11451,209344,1
11452,209347,0
11453,209350,1
11454,209353,1
11455,209356,0
11456,209359,0
11457,209362,1
11458,209365,0
11459,209368,0
11460,209371,1
11461,209374,1
11462,209377,0
11463,209380,0
11464,209383,0
11465,209386,0
11466,209389,1
11467,209392,1
11468,209395,1
11469,209398,0
11470,209401,1
11471,209404,1
11472,209407,1
11473,209410,1
11474,209413,0
11475,209416,1
11476,209419,0
11477,209422,0
11478,209425,0
11479,209428,1
11480,209431,1
11481,209434,1
11482,209437,1
11483,209440,0
11484,209443,0
11485,209446,1
11486,209449,0
11487,209452,1
11488,209455,1
11489,209458,0
11490,209461,0
11491,209464,0
11492,209467,0
11493,209470,1
11494,209473,1
11495,209476,0
11496,209479,0
11497,209499,0
11498,209502,1
11499,209505,0
11500,209508,0
11501,209511,1
11502,209514,1
11503,209517,0
11504,209520,1
11505,209523,0
11506,209526,1
11507,209529,0
11508,209532,1
11509,209535,0
11510,209538,0
11511,209541,1
11512,209559,1
11513,209562,0
11514,209565,1
11515,209568,0
11516,209571,0
11517,209574,0
11518,209577,0
11519,209580,0
11520,209583,0
11521,209586,0
11522,209589,1
11523,209592,0
11524,209595,0
11525,209598,1
11526,209601,1
11527,209604,1
11528,209607,0
11529,209610,1
11530,209613,0
11531,209616,1
11532,209619,1
11533,209622,0
11534,209625,1
11535,209628,1
11536,209631,0
11537,209634,1
11538,209637,1
11539,209640,0
11540,209643,0
11541,209646,1
11542,209649,1
11543,209652,1
11544,209655,0
11545,209658,1
11546,209661,0
11547,209664,1
11548,209667,0
11549,209670,0
11550,209673,0
11551,209676,0
11552,209679,1
11553,209682,0
11554,209685,0
11555,209688,1
11556,209691,1
11557,209694,1
11558,209697,1
11559,209700,1
11560,209703,1
11561,209706,1
11562,209709,1
11563,209712,0
11564,209715,1
11565,209718,0
11566,209721,0
11567,209724,1
11568,209727,1
11569,209730,1
11570,209733,1
11571,209736,1
11572,209739,1
11573,209742,1
11574,209745,1
11575,209748,0
11576,209751,1
11577,209754,1
11578,209757,0
11579,209760,1
11580,209763,1
11581,209766,1
11582,209769,0
11583,209772,1
11584,209775,0
11585,209778,1
11586,209781,1
11587,209784,0
11588,209787,0
11589,209790,0
11590,209793,1
11591,209796,0
11592,209799,0
11593,209802,1
11594,209805,1
11595,209808,0
11596,209811,1
11597,209814,0
11598,209817,1
11599,209820,0
11600,209823,0
11601,209826,1
11602,209829,1
11603,209832,1
11604,209835,0
11605,209838,0
11606,209841,1
11607,209844,1
11608,209847,0
11609,209850,1
11610,209853,0
11611,209856,0
11612,209859,0
11613,209862,1
11614,209865,1
11615,209868,0
11616,209871,1
11617,209874,1
11618,209877,1
11619,209880,0
11620,209883,1
11621,209886,1
11622,209889,0
11623,209892,0
11624,209895,0
11625,209898,1
11626,209901,1
11627,209904,1
11628,209907,0
11629,209910,1
11630,209913,1
11631,209916,0
11632,209919,0
11633,209939,0
11634,209942,0
11635,209945,0
11636,209948,1
11637,209951,0
11638,209954,0
11639,209957,0
11640,209960,0
11641,209963,1
11642,209966,0
11643,209969,0
11644,209972,0
11645,209975,1
11646,209978,0
11647,209981,0
11648,209984,1
11649,209987,0
11650,209999,0
11651,210002,1
11652,210005,0
11653,210008,1
11654,210011,0
11655,210014,0
11656,210017,0
11657,210020,1
11658,210023,0
11659,210026,1
11660,210029,0
11661,210032,1
11662,210035,1
11663,210038,1
11664,210041,0
11665,210044,0
11666,210047,1
11667,210050,0
11668,210053,0
11669,210056,0
11670,210059,0
11671,210062,1
11672,210065,1
11673,210068,0
11674,210071,0
11675,210074,0
11676,210077,0
11677,210080,0
11678,210083,0
11679,210086,0
11680,210089,1
11681,210092,0
11682,210095,0
11683,210098,0
11684,210101,0
11685,210104,1
11686,210107,0
11687,210110,0
11688,210113,0
11689,210116,0
11690,210119,1
11691,210122,0
11692,210125,0
11693,210128,0
11694,210131,1
11695,210134,1
11696,210137,0
11697,210140,1
11698,210143,1
11699,210146,1
11700,210149,1
11701,210152,1
11702,210155,0
11703,210158,1
11704,210161,0
11705,210164,1
11706,210167,0
11707,210170,1
11708,210173,0
11709,210176,1
11710,210179,1
11711,210182,0
11712,210185,1
11713,210188,0
11714,210191,1
11715,210194,1
11716,210197,0
11717,210200,0
11718,210203,0
11719,210206,0
11720,210209,1
11721,210212,0
11722,210215,0
11723,210218,0
11724,210221,1
11725,210224,1
11726,210227,1
11727,210230,1
11728,210233,0
11729,210236,1
11730,210239,1
11731,210242,0
11732,210245,0
11733,210248,1
11734,210251,0
11735,210254,1
11736,210257,1
11737,210260,0
11738,210263,1
11739,210266,0
11740,210269,0
11741,210272,1
11742,210275,0
11743,210278,1
11744,210281,1
11745,210284,1
11746,210287,0
11747,210290,1
11748,210293,0
11749,210296,0
11750,210299,0
11751,210302,0
11752,210305,1
11753,210308,0
11754,210311,1
11755,210314,0
11756,210317,0
11757,210320,0
11758,210323,0
11759,210326,0
11760,210329,0
11761,210332,0
11762,210335,0
11763,210338,1
11764,210341,0
11765,210344,1
11766,210347,1
11767,210350,0
11768,210353,0
11769,210356,0
11770,210359,0
11771,210362,0
11772,210365,1
11773,210368,0
11774,210371,0
11775,210374,1
11776,210377,1
11777,210380,0
11778,210383,0
11779,210386,0
11780,210389,0
11781,210392,0
11782,210395,1
11783,210398,0
11784,210401,1
